external_id,subject,strand,topic,essential_question_type,variant_type,exam_type,year_level,difficulty,marks,time_limit_seconds,answer_format,question_text,option_a,option_b,option_c,option_d,option_e,option_asset_refs_json,option_explanations_json,correct_answer,worked_solution,short_explanation,stimulus_id,stimulus_title,stimulus_type,stimulus_text,stimulus_asset_refs,question_asset_refs,solution_asset_refs,input_method,display_mode,answer_validation_json,rubric_json,skill_tags,concept_tags,tags,source_name,source_paper,source_section,source_question_number,license_notes,asset_generation_prompt,asset_alt_text,status
mr1-011,Mathematical Reasoning,Number,Fractions & Decimals,Fractions,Fraction word problem,Selective,6,4,1,70,single_choice,"Fletcher is given $60 pocket money at the start of the month. He spends 1/3 of it on a video game and 1/4 of it on snacks. He saves the rest. Consider the following statements:

1. Fletcher spends $35 in total.
2. Fletcher saves 5/12 of his pocket money.
3. Fletcher saves more money than he spends.

Which of the statements are true?",none of them,statement 1 only,statements 1 and 2,statements 2 and 3,"statements 1, 2 and 3",,"{""A"":""Statements 1 and 2 are both true, so 'none of them' cannot be right."",""B"":""Statement 2 is also true: Fletcher saves 60 - 35 = $25, and 25/60 = 5/12."",""C"":""Correct: he spends 20 + 15 = $35 (statement 1) and saves 25/60 = 5/12 (statement 2), but the $25 saved is LESS than the $35 spent, so statement 3 is false."",""D"":""Statement 1 is also true (20 + 15 = $35), and statement 3 is false because $25 saved is less than $35 spent."",""E"":""Statement 3 is false: Fletcher saves $25 but spends $35.""}",C,"Game: 1/3 × 60 = $20. Snacks: 1/4 × 60 = $15. Total spent is 20 + 15 = $35, so statement 1 is true. He saves 60 − 35 = $25, and 25/60 = 5/12, so statement 2 is true. But $25 saved is less than $35 spent, so statement 3 is false. Only statements 1 and 2 are true. So the correct answer is C. Alternatively, 1/3 + 1/4 = 7/12 spent, leaving 5/12 saved, and 5/12 is less than half.","He spends $35 (true), saves 25/60 = 5/12 (true), but saves less than he spends (false).",,,,,,,,options,standard,,,"fraction-of-quantity,evaluating-statements","fractions,money","statement-combination,multi-step",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
mr1-012,Mathematical Reasoning,Number,Fractions & Decimals,Fractions,Remaining part reasoning,Selective,6,5,1,70,single_choice,"Hamish had some money saved. He spent 1/4 of his savings on a card album. He then spent 2/5 of the money he had left on card packs. Finally he spent $9 on a display folder, which left him with exactly $27. How much did Hamish have saved at the start?",$36,$60,$75,$80,$90,,"{""A"":""$36 is the amount just before buying the folder (27 + 9), not his starting savings."",""B"":""$60 is the amount left after buying the album - one step short of the start."",""C"":""$75 adds a quarter of $60 instead of finding the number that 60 is three quarters of."",""D"":""Correct: 27 + 9 = 36, then 36 is 3/5 of 60, and 60 is 3/4 of 80."",""E"":""$90 divides 36 by the SPENT fraction 2/5 instead of the remaining fraction 3/5.""}",D,"Work backwards. Before buying the folder Hamish had 27 + 9 = $36. That $36 is what remained after spending 2/5, so it is 3/5 of the amount he had after the album: 36 ÷ 3 = 12 and 12 × 5 = $60. That $60 is 3/4 of his starting savings (he had spent 1/4): 60 ÷ 3 = 20 and 20 × 4 = $80. Check forwards: 80 − 20 = 60, then 60 − 24 = 36, then 36 − 9 = 27. So the correct answer is D $80.",Backwards: 27 + 9 = 36; 36 is 3/5 of 60; 60 is 3/4 of 80.,,,,,,,,options,standard,,,"working-backwards,remaining-part-reasoning","fractions,inverse-operations","multi-step,pocket-money",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
mr1-013,Mathematical Reasoning,Number,Fractions & Decimals,Decimals,,Selective,6,2,1,70,single_choice,"Mr Novak weighs five bags of cherries at his fruit shop. Their masses are 0.399 kg, 0.405 kg, 0.44 kg, 0.45 kg and 0.5 kg. Which mass is the heaviest?",0.399 kg,0.405 kg,0.44 kg,0.45 kg,0.5 kg,,"{""A"":""0.399 has three decimal digits but is less than 0.4 kg - more digits do not make a decimal larger."",""B"":""0.405 is only just over 0.4 kg; the extra digits do not make it bigger than 0.5."",""C"":""0.44 is less than both 0.45 and 0.5."",""D"":""0.45 is less than 0.5: compare the tenths first, and 4 tenths is less than 5 tenths."",""E"":""Correct: 0.5 kg has 5 tenths, more than every other bag, which all start with 3 or 4 tenths.""}",E,"Compare the tenths digit first: 0.5 has 5 tenths, while 0.399, 0.405, 0.44 and 0.45 all have only 3 or 4 tenths. Extra decimal places do not make a number bigger, so 0.5 kg is the heaviest bag. So the correct answer is E 0.5 kg.","Compare tenths: 0.5 has 5 tenths, more than 0.45, 0.44, 0.405 and 0.399.",,,,,,,,options,standard,,,"comparing-decimals,place-value-reasoning","decimals,tenths","ordering-trap,fruit-shop",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
mr1-014,Mathematical Reasoning,Number,Fractions & Decimals,Decimals,,Selective,6,3,1,70,single_choice,"Gia is weighing ingredients for a recipe. Consider the following statements:

1. A packet holding 0.4 kg of sugar is heavier than a packet holding 0.35 kg of sugar.
2. A packet holding 0.25 kg of flour is heavier than a packet holding 0.5 kg of flour.
3. A packet holding 0.600 kg of butter weighs the same as a packet holding 0.6 kg of butter.

Which of the statements are true?",none of them,statement 2 only,statements 1 and 2,statements 1 and 3,"statements 1, 2 and 3",,"{""A"":""Statements 1 and 3 are true, so 'none of them' cannot be right."",""B"":""Statement 2 is the FALSE one: 0.25 has 2 tenths, which is less than the 5 tenths in 0.5."",""C"":""Statement 2 is false - 0.25 is less than 0.5, even though 25 looks bigger than 5."",""D"":""Correct: 0.4 = 0.40 > 0.35, and 0.600 = 0.6 because trailing zeros change nothing, but 0.25 < 0.5, so only statements 1 and 3 are true."",""E"":""Statement 2 is false, so all three cannot be true.""}",D,"Statement 1: 0.4 = 0.40 and 0.40 > 0.35, so it is true. Statement 2: 0.25 has 2 tenths but 0.5 has 5 tenths, so 0.25 < 0.5 and the statement is false. Statement 3: trailing zeros do not change a decimal, so 0.600 = 0.6 and it is true. Statements 1 and 3 are true. So the correct answer is D.","0.4 > 0.35 and 0.600 = 0.6 are true; 0.25 < 0.5, so statement 2 is false.",,,,,,,,options,standard,,,"comparing-decimals,evaluating-statements","decimals,equivalence","statement-combination,ordering-trap",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
mr1-015,Mathematical Reasoning,Number,Fractions & Decimals,Percentages,Percentage of a quantity,Selective,6,3,1,70,single_choice,Isla receives $80 pocket money each month. She saves 15% of it and spends the rest. How much money does Isla save each month?,$8,$12,$15,$20,$68,,"{""A"":""$8 is only 10% of $80 - one step short of 15%."",""B"":""Correct: 10% of 80 is 8 and 5% is 4, so 15% is 8 + 4 = $12."",""C"":""$15 just repeats the percentage as dollars without using the $80."",""D"":""$20 is 25% of $80, not 15%."",""E"":""$68 is what Isla SPENDS (80 - 12), not what she saves.""}",B,"10% of $80 is $8, and 5% is half of that, which is $4. So 15% of $80 is 8 + 4 = $12. So the correct answer is B $12. Alternatively, 0.15 × 80 = 12.",15% of $80 = 0.15 × 80 = $12.,,,,,,,,options,standard,,,"percentage-of-quantity,mental-strategies","percentages,money","pocket-money,no-calculator",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
mr1-016,Mathematical Reasoning,Number,Fractions & Decimals,Percentages,Discount and sale price,Selective,6,4,1,70,single_choice,A hobby shop prices a card album at $60. In a sale the album is discounted by 25%. Hamish also has a voucher that gives an extra 10% off the discounted price. How much does Hamish pay for the album?,$21.00,$39.00,$40.50,$45.00,$54.00,,"{""A"":""$21 is 35% of $60 - the two discounts wrongly added together, and it is the saving, not the price paid."",""B"":""$39 treats the discounts as a single 35% off (60 x 0.65), but the 10% must come off $45, not off $60."",""C"":""Correct: 60 x 0.75 = 45, then 45 x 0.90 = 40.50."",""D"":""$45 stops after the 25% discount and forgets the voucher."",""E"":""$54 applies only the 10% voucher and forgets the 25% discount.""}",C,"First discount: 25% of 60 is 15, so the album drops to 60 − 15 = $45. The voucher then takes 10% off $45: 10% of 45 is 4.50, so Hamish pays 45 − 4.50 = $40.50. So the correct answer is C $40.50. Note that the two discounts cannot simply be added: a single 35% discount would give $39, which is wrong because the 10% applies to the smaller price of $45.","60 × 0.75 = 45, then 45 × 0.90 = $40.50.",,,,,,,,options,standard,,,"successive-discounts,percentage-of-quantity","percentages,discount","multi-step,money",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
mr1-017,Mathematical Reasoning,Number,Fractions & Decimals,Percentages,Reverse percentage,Selective,6,5,1,70,single_choice,At a market stall every cookbook is sold at 30% off the marked price. Emre pays $42 for a cookbook. What was the marked price of the cookbook before the discount?,$54.60,$56.00,$60.00,$63.00,$72.00,,"{""A"":""$54.60 adds 30% of the SALE price (42 x 1.3), but the 30% is taken off the marked price, not the sale price."",""B"":""$56 divides by 0.75, as if the discount were 25% instead of 30%."",""C"":""Correct: Emre paid 70% of the marked price, so it was 42 / 0.7 = $60. Check: 30% of 60 is 18, and 60 - 18 = 42."",""D"":""$63 treats 30% off as one third off (42 x 3/2)."",""E"":""$72 treats the 30% as a flat $30 discount (42 + 30).""}",C,"After 30% off, Emre pays 100% − 30% = 70% of the marked price. So 70% of the marked price is $42, which means 10% is 42 ÷ 7 = $6 and the full price is 6 × 10 = $60. Check: 30% of 60 is 18, and 60 − 18 = 42. So the correct answer is C $60.00.",Paying 70% means 42 ÷ 0.7 = $60 marked price.,,,,,,,,options,standard,,,"reverse-percentage,working-backwards","percentages,discount","wrong-base-trap,multi-step",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
mr1-018,Mathematical Reasoning,Number,Ratio & Rates,Ratio and proportion,,Selective,6,3,1,70,single_choice,"Alira and Jun-ho share a packet of 45 stickers in the ratio 4 : 5, with Jun-ho receiving the larger share. How many more stickers does Jun-ho receive than Alira?",5,9,20,25,36,,"{""A"":""Correct: 45 / 9 = 5 stickers per part, and Jun-ho has one part more than Alira, so 5 more stickers."",""B"":""9 is the total number of parts in the ratio, not the difference between the shares."",""C"":""20 is Alira's whole share, not the difference between the shares."",""D"":""25 is Jun-ho's whole share, not how many MORE he receives."",""E"":""36 comes from 45 - 9, mixing the total with the number of parts.""}",A,"The ratio 4 : 5 has 4 + 5 = 9 parts, and 45 ÷ 9 = 5 stickers per part. Alira gets 4 × 5 = 20 stickers and Jun-ho gets 5 × 5 = 25, so Jun-ho gets 25 − 20 = 5 more. So the correct answer is A 5. Alternatively, Jun-ho has exactly one part more than Alira, and one part is 45 ÷ 9 = 5 stickers.","One part is 45 ÷ 9 = 5, and Jun-ho has one part more than Alira.",,,,,,,,options,standard,,,"ratio-sharing,unitary-method","ratio,proportion","stickers,multi-step",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
mr1-019,Mathematical Reasoning,Number,Ratio & Rates,Ratio and proportion,,Selective,6,4,1,70,single_choice,"Chi uses this recipe to bake 12 muffins.

| Ingredient | Amount for 12 muffins |
| --- | --- |
| Flour | 300 g |
| Caster sugar | 120 g |
| Eggs | 2 |

Chi wants to bake 30 muffins for the school fete. How much flour does she need?",450 g,600 g,720 g,750 g,900 g,,"{""A"":""450 g scales the recipe by 1.5, which would make only 18 muffins."",""B"":""600 g doubles the recipe, which would make only 24 muffins."",""C"":""720 g uses a scale factor of 2.4 instead of 30 / 12 = 2.5."",""D"":""Correct: 30 / 12 = 2.5, and 300 x 2.5 = 750 g."",""E"":""900 g triples the recipe, which would make 36 muffins.""}",D,"The scale factor is 30 ÷ 12 = 2.5, so the flour needed is 300 × 2.5 = 750 g. So the correct answer is D 750 g. Alternatively, each muffin uses 300 ÷ 12 = 25 g of flour, and 25 × 30 = 750 g.","Scale factor 30 ÷ 12 = 2.5, so 300 × 2.5 = 750 g of flour.",,,,,,,,options,standard,,,"proportional-scaling,unitary-method","proportion,scaling","cooking,table",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
mr1-020,Mathematical Reasoning,Number,Ratio & Rates,Rates,,Selective,6,4,1,70,single_choice,"Mrs Patel's fruit shop sells oranges in five different bags.

| Bag | Mass | Price |
| --- | --- | --- |
| A | 1 kg | $2.20 |
| B | 2 kg | $4.80 |
| C | 3 kg | $6.90 |
| D | 4 kg | $9.60 |
| E | 5 kg | $12.00 |

Which bag costs the least per kilogram of oranges?",Bag A,Bag B,Bag C,Bag D,Bag E,,"{""A"":""Correct: Bag A costs $2.20 per kilogram, less than every other bag."",""B"":""Bag B costs 4.80 / 2 = $2.40 per kilogram."",""C"":""Bag C costs 6.90 / 3 = $2.30 per kilogram - close, but still more than Bag A."",""D"":""Bag D costs 9.60 / 4 = $2.40 per kilogram."",""E"":""Bag E is the biggest bag but costs 12.00 / 5 = $2.40 per kilogram - bigger is not automatically cheaper.""}",A,"Find each price per kilogram: Bag A 2.20 ÷ 1 = $2.20, Bag B 4.80 ÷ 2 = $2.40, Bag C 6.90 ÷ 3 = $2.30, Bag D 9.60 ÷ 4 = $2.40 and Bag E 12.00 ÷ 5 = $2.40. The lowest is Bag A at $2.20 per kilogram — the biggest bag is not the best buy here. So the correct answer is A Bag A.","Unit prices: $2.20, $2.40, $2.30, $2.40, $2.40 per kg — Bag A is cheapest.",,,,,,,,options,standard,,,"unit-pricing,comparing-rates","rates,division","best-buy,table",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
