asset_ref,external_id,asset_type,asset_status,storage_path,spec_file,alt_text
asset://question-assets/generated/ts-abstract-spatial-1-001-b.svg,ts-abstract-spatial-1-001-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-001-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-001-b.json,A square.
asset://question-assets/generated/ts-abstract-spatial-1-001-c.svg,ts-abstract-spatial-1-001-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-001-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-001-c.json,An upward triangle.
asset://question-assets/generated/ts-abstract-spatial-1-001-d.svg,ts-abstract-spatial-1-001-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-001-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-001-d.json,A diamond.
asset://question-assets/generated/ts-abstract-spatial-1-001-main.svg,ts-abstract-spatial-1-001-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-001-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-001-main.json,"A 4 by 4 grid. Every 2 by 2 block repeats the same four shapes: a circle and a square on top, a triangle and a diamond below. One cell in the third row, second column is covered by a question mark."
asset://question-assets/generated/ts-abstract-spatial-1-002-a.svg,ts-abstract-spatial-1-002-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-002-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-002-a.json,An empty (white) triangle.
asset://question-assets/generated/ts-abstract-spatial-1-002-b.svg,ts-abstract-spatial-1-002-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-002-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-002-b.json,A filled (black) square.
asset://question-assets/generated/ts-abstract-spatial-1-002-c.svg,ts-abstract-spatial-1-002-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-002-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-002-c.json,An empty (white) circle.
asset://question-assets/generated/ts-abstract-spatial-1-002-d.svg,ts-abstract-spatial-1-002-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-002-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-002-d.json,A filled (black) triangle.
asset://question-assets/generated/ts-abstract-spatial-1-002-main.svg,ts-abstract-spatial-1-002-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-002-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-002-main.json,"A 3 by 3 grid. Down each column the shape is fixed (circles, then squares, then triangles). Across each row the shading is fixed (top and bottom rows empty, middle row filled). The middle-row, third-column cell is covered."
asset://question-assets/generated/ts-abstract-spatial-1-003-a.svg,ts-abstract-spatial-1-003-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-003-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-003-a.json,An arrow pointing up.
asset://question-assets/generated/ts-abstract-spatial-1-003-b.svg,ts-abstract-spatial-1-003-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-003-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-003-b.json,An arrow pointing right.
asset://question-assets/generated/ts-abstract-spatial-1-003-c.svg,ts-abstract-spatial-1-003-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-003-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-003-c.json,An arrow pointing down.
asset://question-assets/generated/ts-abstract-spatial-1-003-d.svg,ts-abstract-spatial-1-003-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-003-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-003-d.json,An arrow pointing left.
asset://question-assets/generated/ts-abstract-spatial-1-003-main.svg,ts-abstract-spatial-1-003-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-003-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-003-main.json,"A row of arrows: pointing right, then down, then left, then a question box."
asset://question-assets/generated/ts-abstract-spatial-1-004-a.svg,ts-abstract-spatial-1-004-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-004-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-004-a.json,A square with 4 dots inside.
asset://question-assets/generated/ts-abstract-spatial-1-004-b.svg,ts-abstract-spatial-1-004-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-004-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-004-b.json,A circle with 3 dots inside.
asset://question-assets/generated/ts-abstract-spatial-1-004-c.svg,ts-abstract-spatial-1-004-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-004-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-004-c.json,A circle with 4 dots inside.
asset://question-assets/generated/ts-abstract-spatial-1-004-d.svg,ts-abstract-spatial-1-004-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-004-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-004-d.json,A circle with 5 dots inside.
asset://question-assets/generated/ts-abstract-spatial-1-004-main.svg,ts-abstract-spatial-1-004-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-004-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-004-main.json,"A row of figures: a square with 1 dot, a circle with 2 dots, a square with 3 dots, then a question box."
asset://question-assets/generated/ts-abstract-spatial-1-005-a.svg,ts-abstract-spatial-1-005-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-005-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-005-a.json,A small empty triangle.
asset://question-assets/generated/ts-abstract-spatial-1-005-b.svg,ts-abstract-spatial-1-005-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-005-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-005-b.json,A small empty square.
asset://question-assets/generated/ts-abstract-spatial-1-005-c.svg,ts-abstract-spatial-1-005-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-005-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-005-c.json,A small filled square.
asset://question-assets/generated/ts-abstract-spatial-1-005-d.svg,ts-abstract-spatial-1-005-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-005-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-005-d.json,A large empty square.
asset://question-assets/generated/ts-abstract-spatial-1-005-main.svg,ts-abstract-spatial-1-005-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-005-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-005-main.json,A row of five cells: small empty circle; large filled square; small empty triangle; large filled circle; then a question box.
asset://question-assets/generated/ts-abstract-spatial-1-006-a.svg,ts-abstract-spatial-1-006-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-006-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-006-a.json,"A row of symbols: dot, plus, plus, star."
asset://question-assets/generated/ts-abstract-spatial-1-006-b.svg,ts-abstract-spatial-1-006-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-006-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-006-b.json,"A row of symbols: star, plus, plus, dot."
asset://question-assets/generated/ts-abstract-spatial-1-006-c.svg,ts-abstract-spatial-1-006-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-006-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-006-c.json,"A row of symbols: dot, plus, plus, plus."
asset://question-assets/generated/ts-abstract-spatial-1-006-d.svg,ts-abstract-spatial-1-006-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-006-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-006-d.json,"A row of symbols: plus, plus, plus, star."
asset://question-assets/generated/ts-abstract-spatial-1-006-main.svg,ts-abstract-spatial-1-006-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-006-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-006-main.json,"A key: circle maps to a star, triangle maps to a plus, square maps to a dot. Below it a message row shows four shapes in order: square, triangle, triangle, circle."
asset://question-assets/generated/ts-abstract-spatial-1-009-a.svg,ts-abstract-spatial-1-009-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-009-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-009-a.json,A large triangle.
asset://question-assets/generated/ts-abstract-spatial-1-009-b.svg,ts-abstract-spatial-1-009-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-009-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-009-b.json,A medium triangle.
asset://question-assets/generated/ts-abstract-spatial-1-009-c.svg,ts-abstract-spatial-1-009-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-009-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-009-c.json,A large square.
asset://question-assets/generated/ts-abstract-spatial-1-009-d.svg,ts-abstract-spatial-1-009-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-009-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-009-d.json,A large circle.
asset://question-assets/generated/ts-abstract-spatial-1-009-main.svg,ts-abstract-spatial-1-009-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-009-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-009-main.json,"A 3 by 3 grid. Each row is one shape: circles, then squares, then triangles. Each column grows in size from small to medium to large. The bottom-right cell is covered."
asset://question-assets/generated/ts-abstract-spatial-1-010-a.svg,ts-abstract-spatial-1-010-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-010-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-010-a.json,A single triangle.
asset://question-assets/generated/ts-abstract-spatial-1-010-b.svg,ts-abstract-spatial-1-010-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-010-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-010-b.json,Two triangles side by side.
asset://question-assets/generated/ts-abstract-spatial-1-010-c.svg,ts-abstract-spatial-1-010-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-010-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-010-c.json,Two squares side by side.
asset://question-assets/generated/ts-abstract-spatial-1-010-d.svg,ts-abstract-spatial-1-010-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-010-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-010-d.json,A triangle with a dot inside.
asset://question-assets/generated/ts-abstract-spatial-1-010-main.svg,ts-abstract-spatial-1-010-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-010-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-010-main.json,An analogy. Top row: one square becomes two squares side by side. Bottom row: a triangle becomes a question box.
asset://question-assets/generated/ts-abstract-spatial-1-011-a.svg,ts-abstract-spatial-1-011-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-011-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-011-a.json,A square with a small triangle inside.
asset://question-assets/generated/ts-abstract-spatial-1-011-b.svg,ts-abstract-spatial-1-011-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-011-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-011-b.json,A triangle with a small circle inside.
asset://question-assets/generated/ts-abstract-spatial-1-011-c.svg,ts-abstract-spatial-1-011-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-011-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-011-c.json,A triangle with a small square inside.
asset://question-assets/generated/ts-abstract-spatial-1-011-d.svg,ts-abstract-spatial-1-011-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-011-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-011-d.json,A circle with a small square inside.
asset://question-assets/generated/ts-abstract-spatial-1-011-main.svg,ts-abstract-spatial-1-011-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-011-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-011-main.json,"A 3 by 3 grid. Row 1: circle, square, then a square with a small circle inside. Row 2: triangle, circle, then a circle with a small triangle inside. Row 3: square, triangle, then a covered cell."
asset://question-assets/generated/ts-abstract-spatial-1-012-a.svg,ts-abstract-spatial-1-012-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-012-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-012-a.json,A square with a dot in the centre.
asset://question-assets/generated/ts-abstract-spatial-1-012-b.svg,ts-abstract-spatial-1-012-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-012-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-012-b.json,A square with a dot in the centre.
asset://question-assets/generated/ts-abstract-spatial-1-012-c.svg,ts-abstract-spatial-1-012-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-012-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-012-c.json,A square with a dot in the centre.
asset://question-assets/generated/ts-abstract-spatial-1-012-d.svg,ts-abstract-spatial-1-012-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-012-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-012-d.json,A square with a dot in the top-left corner.
asset://question-assets/generated/ts-abstract-spatial-1-013-a.svg,ts-abstract-spatial-1-013-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-013-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-013-a.json,"An L-shaped block, mirror image (foot on the left)."
asset://question-assets/generated/ts-abstract-spatial-1-013-b.svg,ts-abstract-spatial-1-013-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-013-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-013-b.json,An upright L-shaped block (foot on the right).
asset://question-assets/generated/ts-abstract-spatial-1-013-c.svg,ts-abstract-spatial-1-013-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-013-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-013-c.json,An L-shaped block turned a quarter-turn clockwise.
asset://question-assets/generated/ts-abstract-spatial-1-013-d.svg,ts-abstract-spatial-1-013-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-013-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-013-d.json,An L-shaped block turned three-quarters clockwise.
asset://question-assets/generated/ts-abstract-spatial-1-014-a.svg,ts-abstract-spatial-1-014-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-014-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-014-a.json,The L-shape turned a quarter-turn anticlockwise.
asset://question-assets/generated/ts-abstract-spatial-1-014-b.svg,ts-abstract-spatial-1-014-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-014-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-014-b.json,The L-shape turned a quarter-turn clockwise.
asset://question-assets/generated/ts-abstract-spatial-1-014-c.svg,ts-abstract-spatial-1-014-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-014-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-014-c.json,A mirror image of the L-shape.
asset://question-assets/generated/ts-abstract-spatial-1-014-d.svg,ts-abstract-spatial-1-014-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-014-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-014-d.json,The L-shape turned a half-turn.
asset://question-assets/generated/ts-abstract-spatial-1-014-main.svg,ts-abstract-spatial-1-014-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-014-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-014-main.json,"An upright L-shaped block of four squares with the foot at the bottom right, to be turned a quarter-turn clockwise."
asset://question-assets/generated/ts-abstract-spatial-1-015-a.svg,ts-abstract-spatial-1-015-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-015-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-015-a.json,The letter P turned upside-down (half-turn).
asset://question-assets/generated/ts-abstract-spatial-1-015-b.svg,ts-abstract-spatial-1-015-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-015-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-015-b.json,The letter P unchanged.
asset://question-assets/generated/ts-abstract-spatial-1-015-c.svg,ts-abstract-spatial-1-015-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-015-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-015-c.json,The letter P flipped top-to-bottom.
asset://question-assets/generated/ts-abstract-spatial-1-015-d.svg,ts-abstract-spatial-1-015-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-015-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-015-d.json,The letter P flipped left-to-right (bowl on the left).
asset://question-assets/generated/ts-abstract-spatial-1-015-main.svg,ts-abstract-spatial-1-015-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-015-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-015-main.json,A block capital letter P beside a vertical dashed mirror line on its right.
asset://question-assets/generated/ts-abstract-spatial-1-016-a.svg,ts-abstract-spatial-1-016-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-016-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-016-a.json,An unfolded square with two holes side by side near the top.
asset://question-assets/generated/ts-abstract-spatial-1-016-b.svg,ts-abstract-spatial-1-016-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-016-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-016-b.json,An unfolded square with one hole near the lower left.
asset://question-assets/generated/ts-abstract-spatial-1-016-c.svg,ts-abstract-spatial-1-016-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-016-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-016-c.json,"An unfolded square with two holes, one above the other, near the left."
asset://question-assets/generated/ts-abstract-spatial-1-016-d.svg,ts-abstract-spatial-1-016-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-016-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-016-d.json,"An unfolded square with two holes, one above the other, near the right."
asset://question-assets/generated/ts-abstract-spatial-1-016-main.svg,ts-abstract-spatial-1-016-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-016-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-016-main.json,A square sheet; then the sheet folded bottom-up into a wide half-height rectangle with a crease along the top edge; then the folded sheet with a hole punched near its top-left.
asset://question-assets/generated/ts-abstract-spatial-1-017-a.svg,ts-abstract-spatial-1-017-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-017-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-017-a.json,A 2×2 square and a 1×2 upright piece.
asset://question-assets/generated/ts-abstract-spatial-1-017-b.svg,ts-abstract-spatial-1-017-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-017-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-017-b.json,Two 2×2 squares.
asset://question-assets/generated/ts-abstract-spatial-1-017-c.svg,ts-abstract-spatial-1-017-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-017-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-017-c.json,A 3×1 straight strip and an L-shaped piece.
asset://question-assets/generated/ts-abstract-spatial-1-017-d.svg,ts-abstract-spatial-1-017-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-017-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-017-d.json,A 2×2 square and a single small square.
asset://question-assets/generated/ts-abstract-spatial-1-017-main.svg,ts-abstract-spatial-1-017-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-017-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-017-main.json,A dashed rectangle three squares wide and two squares tall to be filled by two pieces.
asset://question-assets/generated/ts-abstract-spatial-1-018-a.svg,ts-abstract-spatial-1-018-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-018-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-018-a.json,A straight strip of three squares.
asset://question-assets/generated/ts-abstract-spatial-1-018-b.svg,ts-abstract-spatial-1-018-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-018-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-018-b.json,An L-piece: two squares along the top and one below the right.
asset://question-assets/generated/ts-abstract-spatial-1-018-c.svg,ts-abstract-spatial-1-018-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-018-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-018-c.json,A mirror-image L-piece: two squares along the top and one below the left.
asset://question-assets/generated/ts-abstract-spatial-1-018-d.svg,ts-abstract-spatial-1-018-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-018-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-018-d.json,A 2×2 square of four squares.
asset://question-assets/generated/ts-abstract-spatial-1-018-main.svg,ts-abstract-spatial-1-018-main,svg,generated,/question-assets/generated/ts-abstract-spatial-1-018-main.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-018-main.json,A dashed L-shaped gap made of three squares: two along the top and one below the right-hand square.
asset://question-assets/generated/ts-abstract-spatial-1-019-a.svg,ts-abstract-spatial-1-019-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-019-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-019-a.json,A row of four squares with one square above the left end and one below the right end.
asset://question-assets/generated/ts-abstract-spatial-1-019-b.svg,ts-abstract-spatial-1-019-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-019-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-019-b.json,A staircase of six squares stepping down to the right in three pairs.
asset://question-assets/generated/ts-abstract-spatial-1-019-c.svg,ts-abstract-spatial-1-019-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-019-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-019-c.json,"A solid rectangle of six squares, two rows of three."
asset://question-assets/generated/ts-abstract-spatial-1-019-d.svg,ts-abstract-spatial-1-019-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-019-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-019-d.json,A cross: a row of four squares with one above and one below the middle.
asset://question-assets/generated/ts-abstract-spatial-1-020-a.svg,ts-abstract-spatial-1-020-a,svg,generated,/question-assets/generated/ts-abstract-spatial-1-020-a.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-020-a.json,"A row of three stacks 3, 1 and 2 cubes tall."
asset://question-assets/generated/ts-abstract-spatial-1-020-b.svg,ts-abstract-spatial-1-020-b,svg,generated,/question-assets/generated/ts-abstract-spatial-1-020-b.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-020-b.json,A flat row of three single cubes.
asset://question-assets/generated/ts-abstract-spatial-1-020-c.svg,ts-abstract-spatial-1-020-c,svg,generated,/question-assets/generated/ts-abstract-spatial-1-020-c.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-020-c.json,"Three stacks 2, 1 and 3 tall, but not in a straight line."
asset://question-assets/generated/ts-abstract-spatial-1-020-d.svg,ts-abstract-spatial-1-020-d,svg,generated,/question-assets/generated/ts-abstract-spatial-1-020-d.svg,docs/generated-question-bank/asset-specs/ts-abstract-spatial-1-020-d.json,"A straight row of three stacks 2, 1 and 3 cubes tall."
