external_id,subject,strand,topic,essential_question_type,variant_type,exam_type,year_level,difficulty,marks,time_limit_seconds,answer_format,question_text,option_a,option_b,option_c,option_d,option_e,option_asset_refs_json,option_explanations_json,correct_answer,worked_solution,short_explanation,stimulus_id,stimulus_title,stimulus_type,stimulus_text,stimulus_asset_refs,question_asset_refs,solution_asset_refs,input_method,display_mode,answer_validation_json,rubric_json,skill_tags,concept_tags,tags,source_name,source_paper,source_section,source_question_number,license_notes,asset_generation_prompt,asset_alt_text,status
ts1-011,Thinking Skills,Critical Thinking,Argument Analysis,Weaken argument,Question sample representativeness,Selective,6,4,1,60,single_choice,"Deng says: ""I surveyed twenty students at our school's after-school coding club, and sixteen of them said extra screen time helps them learn. Clearly, most students at our school believe extra screen time helps learning.""

Which one of these statements, if true, most weakens Deng's argument?",Four of the students Deng surveyed said extra screen time does not help them learn.,The survey was carried out on a Friday afternoon.,Students who join the coding club are much keener on computers than most students at the school.,Several teachers at the school believe screen time should be limited.,,,"{""A"":""Deng's figures already include these four students, so this adds nothing new."",""B"":""The day of the survey does not affect who was asked or what they believe."",""C"":""Correct: If coding club members are unusually keen on computers, they are not representative of the whole school, so Deng cannot generalise from them to \""most students\""."",""D"":""Teachers' opinions are about a different group and a different question; Deng's claim concerns what students believe.""}",C,"Deng generalises from twenty coding club members to the whole school. That only works if the club members think like typical students. Statement C shows they probably do not: people who choose a coding club are likely to be far more positive about screens than average. This makes the sample unrepresentative and the generalisation unsafe. A is already counted in the data, and B and D do not touch the sample problem. The correct answer is therefore C.","Coding club members are unusually keen on computers, so the sample cannot represent the views of the whole school.",,,,,,,,options,standard,,,"weaken-argument,sampling-reasoning","screen-time,survey-data",unrepresentative-sample,ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts1-012,Thinking Skills,Critical Thinking,Argument Analysis,Identify assumption,Missing link assumption,Selective,6,3,1,60,single_choice,"Ingrid says: ""Tam trains with the Riverbend running club every week, so Tam is certain to finish the five-kilometre fun run in under thirty minutes.""

Which one of the following is an assumption Ingrid has made?",Tam has entered a fun run at least once before.,People who do not train with a running club cannot finish the fun run in under thirty minutes.,Tam trains harder than anyone else at the running club.,Everyone who trains weekly with the running club can finish the fun run in under thirty minutes.,,,"{""A"":""Ingrid's reasoning does not need Tam to have entered a fun run before; it relies only on Tam's weekly training."",""B"":""This is about people who do not train, which Ingrid says nothing about; her claim concerns what training guarantees, not what its absence prevents."",""C"":""Ingrid does not need Tam to be the hardest trainer, only for weekly training to be enough."",""D"":""Correct: To get from \""Tam trains weekly with the club\"" to \""Tam is certain to finish in under thirty minutes\"", Ingrid must assume that weekly club training guarantees such a time.""}",D,"Ingrid's evidence is that Tam trains weekly; her conclusion is that Tam is certain to run under thirty minutes. The argument only works if there is a link joining the two: weekly club training must guarantee a sub-thirty-minute run. That unstated link is D. Option B is the inverse claim about non-trainers, which Ingrid never relies on, and A and C are details her argument does not need. The correct answer is therefore D.",The argument needs the missing link that weekly club training guarantees finishing in under thirty minutes.,,,,,,,,options,standard,,,"identify-assumption,argument-structure","fun-run,community-sport",missing-link,ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts1-013,Thinking Skills,Critical Thinking,Argument Analysis,Identify assumption,Feasibility assumption,Selective,6,4,1,60,single_choice,"Priya says: ""Our street should hold a monthly market to raise money for new playground equipment. The stall fees from just twenty stalls each month would cover the cost of the equipment within a year.""

Which one of the following is an assumption Priya has made?",At least twenty stallholders would be willing to pay the stall fee each month.,New playground equipment is more expensive than second-hand equipment.,Street markets are already held in many other towns.,The playground is used by many children in the street.,,,"{""A"":""Correct: Priya's plan only raises the money if twenty fee-paying stallholders actually turn up every month; she assumes this is achievable without stating it."",""B"":""Comparing new and second-hand prices plays no part in her reasoning."",""C"":""Other towns' markets are not needed for her calculation to work."",""D"":""How many children use the playground might explain why the equipment is wanted, but the fundraising plan does not depend on it.""}",A,"Priya's sums are based on fees from twenty stalls a month, but she never shows that twenty stallholders would actually come and pay. If fewer turned up, the plan would fail, so her argument silently assumes the market can really attract that many. B, C and D are details her calculation does not rely on. The correct answer is therefore A.",The plan only works if twenty fee-paying stallholders actually attend each month - an unstated feasibility assumption.,,,,,,,,options,standard,,,"identify-assumption,evaluate-plan","community-markets,fundraising",feasibility,ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts1-014,Thinking Skills,Critical Thinking,Argument Analysis,Identify assumption,Causal assumption,Selective,6,4,1,60,single_choice,"Callum says: ""Since the council installed free water refill stations at the swimming pool last summer, sales of bottled water at the pool kiosk have fallen. The refill stations must be what caused the drop in sales.""

Which one of the following is an assumption Callum has made?",Refill stations are cheaper for the council to run than a kiosk.,Nothing else changed at the pool that could have reduced bottled water sales.,Everyone who uses a refill station used to buy bottled water at the kiosk.,The kiosk will soon stop selling bottled water altogether.,,,"{""A"":""Running costs are irrelevant to Callum's claim about what caused the drop in sales."",""B"":""Correct: Callum concludes the stations \""must\"" be the cause, which is only safe if no other change - fewer visitors, higher prices, cooler weather - could explain the fall in sales."",""C"":""This is far stronger than Callum needs; sales could fall even if only some refill users used to buy bottled water."",""D"":""Callum's argument is about what has already caused the drop, not about what the kiosk will do in future.""}",B,"Callum notices that the sales drop followed the refill stations and concludes the stations must be the cause. That conclusion is only certain if every other possible cause is off the table: if visitor numbers, prices or the weather had also changed, they could explain the drop instead. So Callum is assuming no such rival cause exists, which is B. C overstates what he needs, and A and D are beside the point. The correct answer is therefore B.","Concluding the stations ""must"" be the cause assumes nothing else at the pool could have reduced bottled water sales.",,,,,,,,options,standard,,,"identify-assumption,causal-reasoning","bottled-water,community-facilities",causal-assumption,ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts1-015,Thinking Skills,Critical Thinking,Argument Analysis,Identify flaw,Whose reasoning is correct?,Selective,6,5,1,60,single_choice,"To hold a stall at the Riverbend twilight market, a stallholder must have public liability insurance. In addition, any stallholder who sells food must also hold a food-safety certificate.

Rosa says: ""Marco holds a food-safety certificate, so he must be selling food at the market.""

Glen says: ""Ingrid holds a stall at the market, so she must have public liability insurance.""

Whose reasoning is correct?",Rosa only,Glen only,Both Rosa and Glen,Neither Rosa nor Glen,,,"{""A"":""Rosa's reasoning is flawed: the rule says food sellers need a certificate, not that everyone with a certificate sells food. Marco may simply hold one without selling food."",""B"":""Correct: Glen applies the rule properly - every stallholder must have public liability insurance, and Ingrid is a stallholder, so she must have it. Rosa reverses her rule."",""C"":""Only Glen reasons correctly; Rosa commits a reversal error."",""D"":""Glen's conclusion does follow from the rules, so it is not true that neither is correct.""}",B,"The rules say: all stallholders need insurance, and food sellers additionally need a food-safety certificate. Glen argues from ""Ingrid holds a stall"" to ""Ingrid has insurance"", which follows directly from the first rule. Rosa argues in reverse: the rule says selling food requires a certificate, not that holding a certificate means you sell food - Marco could hold one for any reason. Rosa's reasoning fails while Glen's holds. The correct answer is therefore B.",Glen applies the insurance rule correctly; Rosa reverses the food rule - holding a certificate does not prove Marco sells food.,,,,,,,,options,standard,,,"identify-flaw,conditional-reasoning","community-markets,rules-and-conditions","whose-reasoning,converse-error",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts1-016,Thinking Skills,Critical Thinking,Argument Analysis,Identify flaw,Whose reasoning is correct?,Selective,6,5,1,60,single_choice,"Every honeyeater that hatched at the Marlo wetlands this spring was fitted with a silver leg ring by Dr Okafor's research team. Some visiting honeyeaters from other wetlands also wear silver leg rings fitted by other research teams.

Harriet says: ""That honeyeater has no leg ring at all, so it cannot have hatched at the Marlo wetlands this spring.""

Tam says: ""That honeyeater has a silver leg ring, so it must have hatched at the Marlo wetlands this spring.""

Whose reasoning is correct?",Harriet only,Tam only,Both Harriet and Tam,Neither Harriet nor Tam,,,"{""A"":""Correct: Harriet reasons validly - every bird hatched there this spring has a ring, so a bird with no ring cannot have hatched there. Tam ignores the visiting ringed birds."",""B"":""Tam's reasoning fails: visiting honeyeaters from other wetlands also wear silver rings, so a ringed bird need not have hatched at Marlo."",""C"":""Only Harriet is correct; Tam overlooks that visiting birds may also wear silver rings."",""D"":""Harriet's conclusion follows correctly from the information, so it is not true that neither is correct.""}",A,"The information says all this spring's Marlo hatchlings have silver rings, but some ringed birds are visitors from elsewhere. Harriet uses the rule the right way round: no ring means the bird cannot be one of this spring's hatchlings, since all of those are ringed. Tam runs the rule backwards: a silver ring does not prove a Marlo hatching, because visitors also wear silver rings. So Harriet reasons correctly and Tam does not. The correct answer is therefore A.","No ring rules out a Marlo hatchling (all were ringed), but a ring proves nothing because visiting birds wear rings too.",,,,,,,,options,standard,,,"identify-flaw,conditional-reasoning","bird-migration,animal-science","whose-reasoning,converse-error",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts1-017,Thinking Skills,Critical Thinking,Argument Analysis,Identify flaw,Which sentence shows the mistake?,Selective,6,3,1,60,single_choice,"Deng says: ""Everyone who stayed up late gaming last night is tired at school today. Aisha is tired today, so she must have stayed up late gaming.""

Which one of the following sentences shows the mistake Deng has made?","Just because Aisha is tired today, it does not mean that she will be tired tomorrow.","Just because someone stayed up late, it does not mean that they were gaming.","Just because everyone who stayed up late gaming is tired, it does not mean that gaming is the only possible reason for being tired.","Just because gaming can make people tired, it does not mean that everyone who games feels tired.",,,"{""A"":""Deng says nothing about tomorrow; his mistake is about what being tired today proves."",""B"":""Deng's starting statement is about people who stayed up late gaming, so separating late nights from gaming is not the error he makes."",""C"":""Correct: Deng treats tiredness as proof of gaming, but tiredness can have many causes - the rule only runs from gaming to tiredness, not back again."",""D"":""Deng's given statement already says everyone who gamed late is tired; his error is not about whether gaming always causes tiredness.""}",C,"Deng's rule runs one way: late-night gaming leads to tiredness. He then reasons backwards, treating Aisha's tiredness as proof that she gamed late. But she could be tired for any number of reasons - a sports carnival, a late bus, a poor night's sleep. The mistake is assuming gaming is the only path to tiredness, which is what C says. The correct answer is therefore C.","Deng reasons backwards: being tired does not prove gaming, because gaming is not the only possible cause of tiredness.",,,,,,,,options,standard,,,"identify-flaw,conditional-reasoning","screen-time,school-life",affirming-consequent,ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts1-018,Thinking Skills,Critical Thinking,Argument Analysis,Identify flaw,Which sentence shows the mistake?,Selective,6,4,1,60,single_choice,"Ms Ferreira says: ""No stallholder who sold out early stayed until closing time at the harvest market. Rosa stayed until closing time, so Rosa cannot have sold anything at all.""

Which one of the following sentences shows the mistake Ms Ferreira has made?","Just because Rosa stayed until closing time, it does not mean that she enjoyed the market.","Just because no stallholder who sold out early stayed until closing, it does not mean that the market closed late.","Just because a stallholder sold out early, it does not mean that they went straight home.","Just because Rosa did not sell out early, it does not mean that she sold nothing at all.",,,"{""A"":""Whether Rosa enjoyed the market is beside the point; the flaw concerns what her staying late proves about her sales."",""B"":""The closing time of the market is not part of Ms Ferreira's reasoning."",""C"":""What early sellers did after selling out is irrelevant to the conclusion about Rosa."",""D"":""Correct: From the facts we can only conclude that Rosa did not sell out early; jumping from that to \""she sold nothing at all\"" is the overreach in the argument.""}",D,"From the given rule, anyone who sold out early left before closing, so Rosa, who stayed to closing, cannot have sold out early - that much is valid. Ms Ferreira then leaps much further, concluding Rosa sold nothing at all. But not selling out early is quite different from selling nothing: Rosa may have sold half her goods. D names exactly that overreach. The correct answer is therefore D.",Staying late only shows Rosa did not sell out early; it is an overreach to conclude she sold nothing at all.,,,,,,,,options,standard,,,"identify-flaw,logical-scope","community-markets,everyday-commerce",overstated-conclusion,ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts1-019,Thinking Skills,Critical Thinking,Evidence & Reasoning,Evaluate evidence,,Selective,6,3,1,60,single_choice,"The Kurrajong Gazette claims that the new footbridge over Sandy Creek has reduced car traffic on Miller Road.

Which one of the following pieces of evidence, if true, would best support the newspaper's claim?",Council traffic counters recorded thirty per cent fewer cars on Miller Road in the three months after the footbridge opened than in the three months before.,A shop owner on Miller Road says the street feels quieter than it used to.,The footbridge cost less to build than the council expected.,The number of people walking across the footbridge grows every week.,,,"{""A"":""Correct: Measured counts comparing traffic before and after the bridge opened give direct, objective evidence that car traffic on Miller Road has fallen."",""B"":""One person's impression that the street \""feels quieter\"" is a weak anecdote, not a measurement of traffic."",""C"":""The cost of building the bridge says nothing about traffic on Miller Road."",""D"":""More people walking across the bridge does not show that fewer cars are using Miller Road - the walkers might never have driven.""}",A,"The claim is about car traffic on Miller Road going down, so the best evidence measures exactly that. Option A does: official counters, a clear before-and-after comparison, and a large measured drop. B is a single impression, C is about money, and D measures walkers rather than cars - popularity of the bridge does not prove fewer car trips. The correct answer is therefore A.",Official before-and-after traffic counts directly measure the claimed drop in cars; the other options are anecdote or beside the point.,,,,,,,,options,standard,,,"evaluate-evidence,data-reasoning","local-infrastructure,traffic",before-after-comparison,ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts1-020,Thinking Skills,Critical Thinking,Evidence & Reasoning,Drawing conclusions,,Selective,6,3,1,60,single_choice,"In Dr Okafor's memory study:

- Every student who slept fewer than eight hours the night before scored below their usual mark on the memory test.
- Ingrid scored above her usual mark.
- Callum slept fewer than eight hours.

Based on the above information, which one of the following must be true?",Callum scored above his usual mark on the memory test.,Every student who slept eight hours or more scored above their usual mark.,"Ingrid did not sleep fewer than eight hours, and Callum scored below his usual mark.",Ingrid slept fewer than eight hours the night before.,,,"{""A"":""This must be false: Callum slept fewer than eight hours, so the first statement means he scored below his usual mark."",""B"":""The rule only tells us about students who slept fewer than eight hours; it promises nothing about those who slept more."",""C"":""Correct: If Ingrid had slept fewer than eight hours she would have scored below her usual mark, but she scored above it, so she did not; and Callum, who did sleep fewer than eight hours, must have scored below his."",""D"":""This must be false: sleeping fewer than eight hours would force a below-usual score, but Ingrid scored above her usual mark.""}",C,"Apply the rule both ways. Callum slept fewer than eight hours, so the rule directly forces his score below his usual mark. Ingrid scored above her usual mark, which the rule makes impossible for anyone who slept fewer than eight hours, so she must have slept at least eight. Option B reverses the rule, which only speaks about short sleepers, and A and D contradict the facts. The correct answer is therefore C.","The rule forces Callum below his usual mark, and Ingrid's above-usual score proves she did not sleep fewer than eight hours.",,,,,,,,options,standard,,,"drawing-conclusions,deductive-reasoning","sleep-science,memory-study","must-be-true,contrapositive",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts2-001,Thinking Skills,Critical Thinking,Evidence & Reasoning,Cause and effect,,Selective,6,2,1,60,single_choice,"Every Friday this term, the school canteen has sold out of vegetable rolls by lunchtime. Every Friday is also the day the canteen opens half an hour earlier than usual. Ruby concludes that opening earlier is what causes the vegetable rolls to sell out.

Which one of the following, if true, would most weaken Ruby's conclusion?",On Fridays the canteen also runs a special promotion offering the vegetable rolls at half price.,The canteen manager says she enjoys opening the canteen early on Fridays.,Vegetable rolls are the most expensive item the canteen sells.,Students say the vegetable rolls taste better than the meat pies.,,,"{""A"":""Correct: This gives a different cause present only on Fridays - the half-price promotion - that better explains the sell-out, so opening early may just be a coincidence."",""B"":""The manager's feelings about opening early do not affect whether early opening causes the sell-out."",""C"":""Price relative to other items does not explain why rolls sell out specifically on Fridays."",""D"":""Taste might explain general popularity but not the Friday-only pattern, and it does not compete with the early-opening claim.""}",A,"Ruby sees that early opening and selling out happen together on Fridays and assumes one causes the other. To weaken this, we need another factor that is also unique to Fridays and better explains the sell-out. The half-price promotion in option A does exactly that, showing the link to early opening may be a coincidence. The correct answer is therefore A.",A rival Friday-only cause (the half-price promotion) undercuts the claim that early opening causes the sell-out.,,,,,,,,options,standard,,,"causal-reasoning,alternative-cause","cause-vs-correlation,confounding","weaken-argument,no-calculator",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts2-002,Thinking Skills,Critical Thinking,Evidence & Reasoning,Cause and effect,,Selective,6,3,1,60,single_choice,"At Minerva Public School, students who play a musical instrument tend to get higher marks in maths than students who do not.

**Eli:** ""This shows that learning an instrument makes you better at maths. The school should give every student music lessons to raise maths marks.""

**Sana:** ""Not so fast. It could be that families who can afford instrument lessons also pay for extra maths tutoring. The instrument might not be the reason at all.""

Whose reasoning is correct?",Eli only,Sana only,Both Eli and Sana,Neither Eli nor Sana,,,"{""A"":""Eli treats a correlation as proof of cause and ignores other explanations, so his reasoning is flawed."",""B"":""Correct: Sana correctly points out a possible common cause (family wealth funding both lessons and tutoring), showing Eli has not established that the instrument causes the higher marks."",""C"":""Eli's reasoning is not sound, so 'both' cannot be correct."",""D"":""Sana's point is logically sound, so 'neither' is wrong.""}",B,"Eli sees that instrument-playing and high maths marks occur together and concludes the instrument causes the marks, which is a cause-versus-correlation error. Sana identifies a plausible confounding factor - wealthier families paying for both instruments and maths tutoring - which shows the instrument may not be the cause. Sana's reasoning is sound and Eli's is not. The correct answer is therefore B.",Sana spots a common cause behind both facts; Eli mistakes correlation for causation.,,,,,,,,options,standard,,,"causal-reasoning,evaluate-reasoning","cause-vs-correlation,confounding","whose-reasoning,two-speaker",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts2-003,Thinking Skills,Deductive Logic,Deduction,Must be true,,Selective,6,3,1,60,single_choice,"Four friends - Mele, Jae, Otis and Freya - each chose one different sport for the carnival: sprint, relay, high jump or discus.

- Jae chose relay.
- Mele did not choose a running event (sprint or relay).
- Otis chose sprint.
- Freya did not choose discus.

Based on the above information, which one of the following must be true?",Mele chose discus.,Otis chose relay.,Freya chose sprint.,Jae chose high jump.,,,"{""A"":""Correct: Otis took sprint and Jae took relay, so Mele and Freya share high jump and discus; Freya did not take discus, so Freya took high jump and Mele took discus."",""B"":""Jae chose relay, so Otis - who chose sprint - cannot also have relay; this is false."",""C"":""Otis chose sprint, so Freya could not; Freya took high jump instead."",""D"":""Jae chose relay, not high jump, so this is false.""}",A,"Jae took relay and Otis took sprint, so the two running events are used up. Mele avoids running events, which is consistent, and Mele and Freya must share high jump and discus. Freya did not choose discus, so Freya took high jump and Mele took discus. The unique assignment is Otis sprint, Jae relay, Freya high jump, Mele discus. The correct answer is therefore A.","With sprint and relay taken, Mele and Freya split high jump and discus; Freya avoids discus, so Mele took discus.",,,,,,,,options,standard,,,"deductive-reasoning,elimination","constraint-satisfaction,must-be-true","logic-puzzle,no-calculator",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts2-004,Thinking Skills,Deductive Logic,Deduction,Must be true,,Selective,6,4,1,60,single_choice,"Five houses in a row are painted five different colours: red, blue, green, white and yellow.

- The green house is somewhere to the left of the white house.
- The blue house is exactly in the middle (third from either end).
- The red house is at one of the two ends.
- The yellow house is immediately to the right of the green house.

Based on the above information, which one of the following must be true?",The white house is second from the left.,The white house is at an end.,The red house is to the left of the blue house.,The yellow house is not at either end.,,,"{""A"":""In the only valid arrangement white is in position 4, not position 2, so this is false."",""B"":""White ends up in position 4, which is not an end, so this is false."",""C"":""Red is forced to position 5, to the right of blue at position 3, so red is not to the left of blue - this is false."",""D"":""Correct: green-yellow must be adjacent and cannot sit in positions 4-5 (white would have nowhere to go), so they take positions 1-2, putting yellow in position 2, never at an end.""}",D,"Blue is fixed at position 3. Green-yellow must be adjacent with green left of yellow, so the pair is (1,2) or (4,5). If they took (4,5) then white, which must be right of green, would have no free position, so green-yellow take (1,2). Red must then be at position 5 (position 1 is green), leaving white at position 4. The unique order is green, yellow, blue, white, red, so yellow sits at position 2 - not an end. The correct answer is therefore D.","The only order is green, yellow, blue, white, red, so yellow is at position 2, never an end.",,,,,,,,options,standard,,,"deductive-reasoning,spatial-order","constraint-satisfaction,must-be-true","logic-puzzle,houses",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts2-005,Thinking Skills,Deductive Logic,Deduction,Cannot be true,,Selective,6,3,1,60,single_choice,"At a board-game tournament, Ananya, Bilal and Viktor each played exactly one game: chess, draughts or backgammon, with no game played by more than one of them.

- Ananya did not play chess.
- Bilal played neither draughts nor backgammon.

Which one of the following is not possible?",Viktor played chess.,Viktor played draughts.,Ananya played backgammon.,Ananya played draughts.,,,"{""A"":""Correct: Bilal plays neither draughts nor backgammon, so Bilal must play chess; that means no one else can play chess, so Viktor cannot play chess."",""B"":""Possible: Bilal on chess, Ananya on backgammon, Viktor on draughts works."",""C"":""Possible: Bilal on chess, Viktor on draughts, Ananya on backgammon works."",""D"":""Possible: Bilal on chess, Ananya on draughts, Viktor on backgammon works.""}",A,"Bilal plays neither draughts nor backgammon, so Bilal must play chess. Since each game is played by only one person, no one else can play chess, so Viktor cannot play chess. Ananya and Viktor then split draughts and backgammon, both orders being possible, so only option A is ruled out. The correct answer is therefore A.","Bilal is forced onto chess, so Viktor playing chess is impossible.",,,,,,,,options,standard,,,"deductive-reasoning,elimination","constraint-satisfaction,not-possible","logic-puzzle,board-games",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts2-006,Thinking Skills,Deductive Logic,Deduction,Cannot be true,,Selective,6,4,1,60,single_choice,"Six lockers in a row are numbered 1 to 6 from left to right. Four of them belong to Eli, Sana, Ruby and Otis; the other two are empty.

- Eli's locker number is smaller than Sana's.
- Ruby's locker is number 4.
- Otis has locker number 1.
- The two empty lockers are next to each other.

Which one of the following is not possible?",Eli has locker 2 and Sana has locker 3.,The empty lockers are 5 and 6.,Eli has locker 3 and Sana has locker 5.,The empty lockers are 2 and 3.,,,"{""A"":""Possible: Otis=1, Eli=2, Sana=3, Ruby=4 leaves 5 and 6 empty and adjacent."",""B"":""Possible: this matches option A's arrangement, so empties at 5 and 6 can happen."",""C"":""Correct: Eli=3 and Sana=5 leaves lockers 2 and 6 empty, but 2 and 6 are not next to each other, breaking the adjacency rule - so this is impossible."",""D"":""Possible: empties at 2 and 3 put Eli and Sana in 5 and 6 with Eli=5, Sana=6, satisfying Eli smaller than Sana.""}",C,"Otis is fixed at 1 and Ruby at 4, so Eli and Sana occupy two of {2,3,5,6}, and the two empty lockers must be adjacent. In option C, Eli=3 and Sana=5 leaves lockers 2 and 6 empty, but 2 and 6 are not next to each other, breaking the adjacency rule. Every other option leaves a valid adjacent empty pair. The correct answer is therefore C.","Eli=3, Sana=5 leaves empties at 2 and 6, which are not adjacent, violating the rule.",,,,,,,,options,standard,,,"deductive-reasoning,spatial-order","constraint-satisfaction,not-possible","logic-puzzle,lockers",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts2-007,Thinking Skills,Deductive Logic,Deduction,Conditional logic,Contrapositive reasoning,Selective,6,3,1,60,single_choice,"At the sports carnival, the rule for the relay team is:

**If a student runs in the relay, then that student has attended every training session.**

Freya did not attend every training session.

Based on the above information, which one of the following must be true?",Freya ran in the relay.,Freya did not run in the relay.,Every student who attended all sessions ran in the relay.,Some students who ran in the relay missed a session.,,,"{""A"":""This contradicts the rule: a relay runner must have attended all sessions, and Freya did not."",""B"":""Correct: by the contrapositive, if a student did not attend every session, that student did not run in the relay; Freya missed a session, so she did not run in the relay."",""C"":""The rule says relay runners attended all sessions, not that all attenders ran - this reverses the rule."",""D"":""The rule guarantees every relay runner attended all sessions, so no relay runner missed one.""}",B,"The rule states: relay runner implies attended every session. The contrapositive - which must also be true - is: did not attend every session implies did not run in the relay. Freya did not attend every session, so she did not run in the relay. The correct answer is therefore B.","By contrapositive, missing a session means Freya could not have run in the relay.",,,,,,,,options,standard,,,"deductive-reasoning,conditional-logic","contrapositive,if-then","logic,no-calculator",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts2-008,Thinking Skills,Deductive Logic,Deduction,Conditional logic,Converse trap,Selective,6,4,1,60,single_choice,"Mr Whitlam tells his class:

**If you finish the extension worksheet, then you may use the computers at lunch.**

At lunchtime, Bilal is using the computers.

Bilal concludes: ""Because I am using the computers, I must have finished the extension worksheet.""

Which one of the following sentences best shows the mistake Bilal has made?","Just because finishing the worksheet allows computer use, it does not mean that using the computers proves the worksheet was finished.","Just because Bilal is using the computers, it does not mean that the computers are working.","Just because the worksheet is extension work, it does not mean that it is difficult.","Just because Mr Whitlam made a rule, it does not mean that everyone follows it.",,,"{""A"":""Correct: the rule only guarantees the worksheet leads to computer use, not the reverse; students might be allowed on the computers for other reasons, so using them does not prove Bilal finished the worksheet - this is the converse error."",""B"":""Whether the computers work is irrelevant to the logical flaw in Bilal's reasoning."",""C"":""The difficulty of the worksheet has nothing to do with the reversed conditional."",""D"":""Whether people obey the rule is not the point; Bilal's error is reversing the if-then direction.""}",A,"The rule says finishing the worksheet is enough to allow computer use, but it does not say it is the only way to earn computer use. Bilal reverses the rule, assuming computer use proves the worksheet was done - a converse error. Option A names exactly this flaw. The correct answer is therefore A.",Bilal reverses the rule; computer use does not prove the worksheet was finished (converse error).,,,,,,,,options,standard,,,"deductive-reasoning,conditional-logic","converse-error,if-then","identify-flaw,logic",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
ts2-009,Thinking Skills,Deductive Logic,Deduction,Syllogisms,,Selective,6,2,1,60,single_choice,"In the school library survey, everyone who liked mystery books also liked adventure books, and everyone who liked adventure books also liked comics.

Based on the above information, which one of the following must be true?",Everyone who liked mystery books also liked comics.,Everyone who liked comics also liked mystery books.,Everyone who liked comics also liked adventure books.,Everyone who liked adventure books also liked mystery books.,,,"{""A"":""Correct: mystery fans like adventure, and adventure fans like comics, so by chaining the two rules every mystery fan also likes comics."",""B"":""This reverses the chain; liking comics does not force liking mystery."",""C"":""This reverses the second rule; comics fans need not like adventure."",""D"":""This reverses the first rule; adventure fans need not like mystery.""}",A,"The two rules form a chain: mystery implies adventure, and adventure implies comics. Linking them, mystery implies comics, so everyone who liked mystery books also liked comics. The other options reverse one of the rules, which does not follow. The correct answer is therefore A.",Chaining mystery to adventure to comics shows every mystery fan also likes comics.,,,,,,,,options,standard,,,"deductive-reasoning,syllogism","chained-conditionals,transitivity","logic,no-calculator",ai-generated-pilot-20260707,,,,Original AI-generated content modelled on the style of NSW Selective practice papers; no text copied or paraphrased from any published material.,,,draft
